251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_square.retrofit-ae28c3d=retrofit2.adapter.rxjava.CompletableThrowingSafeSubscriberTest.throwingInOnCompleteDeliveredToPlugin_output_1590439935,1590440589,1590440191,398
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_square.retrofit-ae28c3d=retrofit2.CallTest.cancelOkHttpRequest_output_1590439935,1590440888,1590440210,678
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_square.retrofit-ae28c3d=retrofit2.CallTest.cancelRequest_output_1590439935,1590440811,1590440210,601
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario1_output_1590439935,1590440605,1590440210,395
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario2_output_1590439935,1590440673,1590440212,461
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario3_output_1590439935,1590440612,1590440210,402
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario4_output_1590439935,1590440686,1590440214,472
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario5_output_1590439935,1590440630,1590440210,420
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario6_output_1590439935,1590440632,1590440211,421
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario7_output_1590439935,1590440634,1590440214,420
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario8_output_1590439935,1590440688,1590440217,471
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectBlockingScenario9_output_1590439935,1590440681,1590440219,462
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario0_output_1590439935,1590440798,1590440217,581
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario1_output_1590439935,1590440740,1590440219,521
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario2_output_1590439935,1590440795,1590440221,574
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario3_output_1590439935,1590440783,1590440219,564
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario4_output_1590439935,1590440744,1590440202,542
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario5_output_1590439935,1590440774,1590440221,553
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario6_output_1590439935,1590440681,1590440226,455
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario7_output_1590439935,1590440775,1590440223,552
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario8_output_1590439935,1590440775,1590440230,545
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue256Test.runReconnectScenario9_output_1590439935,1590440769,1590440223,546
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue580Test.runNoCloseBlockingTestScenario0_output_1590439935,1590440667,1590440224,443
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue580Test.runNoCloseBlockingTestScenario2_output_1590439935,1590440698,1590440228,470
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue580Test.runNoCloseBlockingTestScenario3_output_1590439935,1590440724,1590440228,496
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue580Test.runNoCloseBlockingTestScenario4_output_1590439935,1590440675,1590440230,445
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue580Test.runNoCloseBlockingTestScenario5_output_1590439935,1590440710,1590440228,482
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue580Test.runNoCloseBlockingTestScenario8_output_1590439935,1590440672,1590440226,446
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue677Test.testIssue_output_1590439935,1590440680,1590440230,450
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.issues.Issue713Test.testIssue_output_1590439935,1590440705,1590440228,477
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase10_output_1590439935,1590440768,1590440230,538
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase11_output_1590439935,1590440650,1590440235,415
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase2_output_1590439935,1590440614,1590440237,377
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase3_output_1590439935,1590440695,1590440233,462
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase4_output_1590439935,1590440703,1590440232,471
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase5_output_1590439935,1590440679,1590440232,447
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase6_output_1590439935,1590440658,1590440237,421
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase7_output_1590439935,1590440725,1590440237,488
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase8_output_1590439935,1590440628,1590440239,389
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.misc.OpeningHandshakeRejectionTest.testHandshakeRejectionTestCase9_output_1590439935,1590440603,1590440242,361
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase10_output_1590439935,1590440665,1590440241,424
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase11_output_1590439935,1590440626,1590440242,384
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase13_output_1590439935,1590440639,1590440241,398
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase14_output_1590439935,1590440605,1590440241,364
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase16_output_1590439935,1590440604,1590440245,359
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase17_output_1590439935,1590440643,1590440247,396
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase2_output_1590439935,1590440669,1590440247,422
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase3_output_1590439935,1590440684,1590440247,437
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase4_output_1590439935,1590440689,1590440245,444
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase6_output_1590439935,1590440602,1590440205,397
251-nods-found-batch-output,JON_188_idf_sha_nods_p1_r100_t518400_5M_25d_15h_52m_11s_tootallnate.java-websocket-fa3909c=org.java_websocket.protocols.ProtoclHandshakeRejectionTest.testHandshakeRejectionTestCase8_output_1590439935,1590440700,1590440247,453
